ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-60033N|refseq:NP_778154|uniprotkb:Q80UF7	DIP-29880N|refseq:NP_062760|uniprotkb:Q9WUN2	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22454496|pubmed:DIP-15700S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190260E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60044N|refseq:NP_112419|uniprotkb:Q9JHR7	DIP-60043N|refseq:NP_001029126|uniprotkb:Q99JA0	 -	-	-	-	MI:0435(protease assay)	-	pubmed:22586115|pubmed:DIP-15714S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0570(protein cleavage)	MI:0465(dip)	DIP-190286E	dip-quality-status:core	dip:0004(small scale)		-
DIP-55771N|uniprotkb:P14735	DIP-60043N|refseq:NP_001029126|uniprotkb:Q99JA0	 -	-	-	-	MI:0435(protease assay)	-	pubmed:22586115|pubmed:DIP-15714S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0570(protein cleavage)	MI:0465(dip)	DIP-190287E	dip-quality-status:core	dip:0004(small scale)		-
DIP-85N|refseq:NP_032715|uniprotkb:P25799	DIP-32547N|uniprotkb:O88895	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22891325|pubmed:DIP-15747S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190349E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60085N|refseq:NP_082111|uniprotkb:Q8R5F7	DIP-60085N|refseq:NP_082111|uniprotkb:Q8R5F7	-	-	-	-	MI:0020(transmission electron microscopy)	-	pubmed:23090998|pubmed:DIP-15769S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190378E	dip-quality-status:core	dip:0004(small scale)		-
DIP-52404N|uniprotkb:Q80VC9	DIP-60092N|uniprotkb:Q8C1B1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23169647|pubmed:DIP-15778S|pubmed:23169647|pubmed:DIP-15778S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190384E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60092N|uniprotkb:Q8C1B1	DIP-52405N|uniprotkb:Q9P1Y5	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23169647|pubmed:DIP-15778S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-190385E	dip-quality-status:core	dip:0004(small scale)		-
DIP-56407N|uniprotkb:P51825	DIP-60099N|refseq:NP_081602|uniprotkb:A2AM29	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)	-	pubmed:23260655|pubmed:DIP-15789S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190404E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60099N|refseq:NP_081602|uniprotkb:A2AM29	DIP-56410N|uniprotkb:Q8TEK3	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)	-	pubmed:23260655|pubmed:DIP-15789S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190405E	dip-quality-status:core	dip:0004(small scale)		-
DIP-50009N|uniprotkb:Q6W2J9	DIP-60099N|refseq:NP_081602|uniprotkb:A2AM29	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)	-	pubmed:23260655|pubmed:DIP-15789S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190406E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5722N|uniprotkb:P15209	DIP-29888N|uniprotkb:Q62108	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23424281|pubmed:DIP-15795S|pubmed:23424281|pubmed:DIP-15795S|pubmed:23424281|pubmed:DIP-15795S|pubmed:23424281|pubmed:DIP-15795S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190416E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-46466N|uniprotkb:O94817	DIP-60109N|refseq:NP_080678|uniprotkb:Q9CPX6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23202584|pubmed:DIP-15799S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190433E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60113N|refseq:NP_080308|uniprotkb:Q8VC85	DIP-60112N|refseq:NP_080343|uniprotkb:Q7TMF2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23202588|pubmed:DIP-15802S|pubmed:23202588|pubmed:DIP-15802S|pubmed:23202588|pubmed:DIP-15802S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190436E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60112N|refseq:NP_080343|uniprotkb:Q7TMF2	DIP-60114N|uniprotkb:Q9EPU0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23202588|pubmed:DIP-15802S|pubmed:23202588|pubmed:DIP-15802S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190438E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60115N|refseq:NP_056631|uniprotkb:Q9QXA5	DIP-60112N|refseq:NP_080343|uniprotkb:Q7TMF2	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23202588|pubmed:DIP-15802S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190439E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32010N|refseq:NP_035841|uniprotkb:Q6ZPF4	DIP-29021N|uniprotkb:P68135	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0017(classical fluorescence spectroscopy)|MI:0028(cosedimentation in solution)	-	pubmed:23222643|pubmed:DIP-15804S|pubmed:23222643|pubmed:DIP-15804S|pubmed:23222643|pubmed:DIP-15804S	taxid:10090(Mus musculus)	taxid:9986(Oryctolagus cuniculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190443E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60128N|uniprotkb:B2RUR8	DIP-34050N|uniprotkb:Q60803	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190495E	dip-quality-status:core	dip:0004(small scale)		-
DIP-3014N|uniprotkb:P25942	DIP-60128N|uniprotkb:B2RUR8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S|pubmed:23334419|pubmed:DIP-15822S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190496E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-33805N|refseq:NP_064590|uniprotkb:Q6GQQ9	DIP-49695N|uniprotkb:P50284	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190500E	dip-quality-status:core	dip:0004(small scale)		-
DIP-49546N|uniprotkb:Q9D902	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S|pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190016E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-34962N|refseq:NP_033094|uniprotkb:Q60855	DIP-60033N|refseq:NP_778154|uniprotkb:Q80UF7	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22454496|pubmed:DIP-15700S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190259E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60099N|refseq:NP_081602|uniprotkb:A2AM29	DIP-44566N|refseq:NP_065700|uniprotkb:Q9HC52	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)	-	pubmed:23260655|pubmed:DIP-15789S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190407E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29634N|refseq:NP_075550|uniprotkb:Q9ERG0	DIP-515N|refseq:NP_001894|uniprotkb:P35221	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:18093941|pubmed:DIP-4652S|pubmed:18093941|pubmed:DIP-4652S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190444E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-34050N|uniprotkb:Q60803	DIP-33805N|refseq:NP_064590|uniprotkb:Q6GQQ9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-190501E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32456N|uniprotkb:P35569	DIP-60129N|refseq:NP_001073401|uniprotkb:Q1XH17	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354051|pubmed:DIP-15823S|pubmed:23354051|pubmed:DIP-15823S|pubmed:23354051|pubmed:DIP-15823S|pubmed:23354051|pubmed:DIP-15823S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190505E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60129N|refseq:NP_001073401|uniprotkb:Q1XH17	DIP-41452N|uniprotkb:P15208	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354051|pubmed:DIP-15823S|pubmed:23354051|pubmed:DIP-15823S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190506E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32456N|uniprotkb:P35569	DIP-29742N|uniprotkb:P62991	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354051|pubmed:DIP-15823S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190507E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29742N|uniprotkb:P62991	DIP-41452N|uniprotkb:P15208	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354051|pubmed:DIP-15823S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190508E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32456N|uniprotkb:P35569	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23354051|pubmed:DIP-15823S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-190509E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60129N|refseq:NP_001073401|uniprotkb:Q1XH17	DIP-480N|uniprotkb:P06213	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23354051|pubmed:DIP-15823S|pubmed:23354051|pubmed:DIP-15823S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190511E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4	DIP-32555N|uniprotkb:Q62074	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23446420|pubmed:DIP-15826S|pubmed:23446420|pubmed:DIP-15826S|pubmed:23446420|pubmed:DIP-15826S|pubmed:23446420|pubmed:DIP-15826S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190516E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4	DIP-41727N|uniprotkb:Q99NH2	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23446420|pubmed:DIP-15826S|pubmed:23446420|pubmed:DIP-15826S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190517E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32212N|uniprotkb:O88384	DIP-57384N|uniprotkb:O15400	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:18033301|pubmed:DIP-16324S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190520E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-32212N|uniprotkb:O88384	DIP-47274N|uniprotkb:Q9UNK0	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:18033301|pubmed:DIP-16324S|pubmed:23104059|pubmed:DIP-15655S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190521E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-32212N|uniprotkb:O88384	DIP-40358N|refseq:NP_003752|uniprotkb:Q9BV40	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:18033301|pubmed:DIP-16324S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190522E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-46794N|uniprotkb:P70280	DIP-46949N|refseq:NP_082514|uniprotkb:Q8QZZ8	 -	-	-	-	MI:0096(pull down)	-	pubmed:23104059|pubmed:DIP-15655S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190524E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46949N|refseq:NP_082514|uniprotkb:Q8QZZ8	DIP-57614N|uniprotkb:Q96NW4	 -	-	-	-	MI:0096(pull down)	-	pubmed:23104059|pubmed:DIP-15655S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-190525E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34001N|uniprotkb:O43189	DIP-29524N|refseq:NP_031997|uniprotkb:Q61188	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23142980|pubmed:DIP-15659S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190529E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34001N|uniprotkb:O43189	DIP-56045N|uniprotkb:Q80U70	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23142980|pubmed:DIP-15659S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190530E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34001N|uniprotkb:O43189	DIP-32855N|uniprotkb:Q60972	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23142980|pubmed:DIP-15659S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190532E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60008N|refseq:NP_035802|uniprotkb:P70362	DIP-29796N|refseq:NP_033529|uniprotkb:Q01853	 -	-	-	-	MI:0096(pull down)	-	pubmed:22232657|pubmed:DIP-15670S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190533E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46976N|refseq:NP_064372|uniprotkb:Q9DCJ1	DIP-46323N|uniprotkb:Q6QI06	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22307628|pubmed:DIP-15674S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190536E	dip-quality-status:core	dip:0004(small scale)		-
DIP-1067N|refseq:NP_032062|uniprotkb:P13346	DIP-46516N|uniprotkb:P14404	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22308434|pubmed:DIP-15676S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190542E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46516N|uniprotkb:P14404	DIP-1068N|refseq:NP_034721|uniprotkb:P05627	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22308434|pubmed:DIP-15676S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190543E	dip-quality-status:core	dip:0004(small scale)		-
DIP-47581N|uniprotkb:P52194	DIP-60024N|refseq:NP_082219|uniprotkb:Q9DAN1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22357757|pubmed:DIP-15687S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190544E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60025N|uniprotkb:Q9D9Q6	DIP-60024N|refseq:NP_082219|uniprotkb:Q9DAN1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22357757|pubmed:DIP-15687S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190545E	dip-quality-status:core	dip:0004(small scale)		-
DIP-85N|refseq:NP_032715|uniprotkb:P25799	DIP-32548N|uniprotkb:Q60974	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22891325|pubmed:DIP-15747S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190553E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32547N|uniprotkb:O88895	DIP-32548N|uniprotkb:Q60974	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22891325|pubmed:DIP-15747S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190554E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29284N|refseq:NP_067255|uniprotkb:Q62077	DIP-5722N|uniprotkb:P15209	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23424281|pubmed:DIP-15795S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190555E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5722N|uniprotkb:P15209	DIP-39377N|refseq:NP_067331|uniprotkb:Q9QYY0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23424281|pubmed:DIP-15795S|pubmed:23424281|pubmed:DIP-15795S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190556E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-42768N|refseq:NP_031943|uniprotkb:P63073	DIP-60124N|refseq:NP_034254|uniprotkb:P70445	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23263185|pubmed:DIP-15817S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190563E	dip-quality-status:core	dip:0004(small scale)		-
DIP-49695N|uniprotkb:P50284	DIP-34050N|uniprotkb:Q60803	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S|pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190564E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-43742N|uniprotkb:O08863	DIP-49695N|uniprotkb:P50284	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S|pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190565E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-49695N|uniprotkb:P50284	DIP-60128N|uniprotkb:B2RUR8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190566E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60128N|uniprotkb:B2RUR8	DIP-33295N|uniprotkb:P27512	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190567E	dip-quality-status:core	dip:0004(small scale)		-
DIP-43742N|uniprotkb:O08863	DIP-33295N|uniprotkb:P27512	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S|pubmed:23334419|pubmed:DIP-15822S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190568E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-3014N|uniprotkb:P25942	DIP-34050N|uniprotkb:Q60803	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23334419|pubmed:DIP-15822S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190569E	dip-quality-status:core	dip:0004(small scale)		-
